RIN,RateName,DateStart,TimeStart,DateEnd,TimeEnd,DayStart,DayEnd,ValueName,Value,Unit,RateType,Sector
USCA-XXPG-NB24-0000,NBT24,1/8/2024,11:00:00,1/8/2024,11:59:59,1,1,Jan Weekday HS3,0.05384,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/8/2024,12:00:00,1/8/2024,12:59:59,1,1,Jan Weekday HS4,0.05352,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/8/2024,13:00:00,1/8/2024,13:59:59,1,1,Jan Weekday HS5,0.05403,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/8/2024,14:00:00,1/8/2024,14:59:59,1,1,Jan Weekday HS6,0.05782,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/8/2024,15:00:00,1/8/2024,15:59:59,1,1,Jan Weekday HS7,0.06048,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/8/2024,16:00:00,1/8/2024,16:59:59,1,1,Jan Weekday HS8,0.06089,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/8/2024,17:00:00,1/8/2024,17:59:59,1,1,Jan Weekday HS9,0.05838,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/8/2024,18:00:00,1/8/2024,18:59:59,1,1,Jan Weekday HS10,0.05808,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/8/2024,19:00:00,1/8/2024,19:59:59,1,1,Jan Weekday HS11,0.05645,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/8/2024,20:00:00,1/8/2024,20:59:59,1,1,Jan Weekday HS12,0.05548,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/8/2024,21:00:00,1/8/2024,21:59:59,1,1,Jan Weekday HS13,0.0545,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/8/2024,22:00:00,1/8/2024,22:59:59,1,1,Jan Weekday HS14,0.0545,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/8/2024,23:00:00,1/8/2024,23:59:59,1,1,Jan Weekday HS15,0.05608,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/9/2024,0:00:00,1/9/2024,0:59:59,1,1,Jan Weekday HS16,0.06115,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/9/2024,1:00:00,1/9/2024,1:59:59,1,1,Jan Weekday HS17,0.06383,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/9/2024,2:00:00,1/9/2024,2:59:59,1,1,Jan Weekday HS18,0.06326,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/9/2024,3:00:00,1/9/2024,3:59:59,1,1,Jan Weekday HS19,0.06348,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/9/2024,4:00:00,1/9/2024,4:59:59,1,1,Jan Weekday HS20,0.06399,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/9/2024,5:00:00,1/9/2024,5:59:59,1,1,Jan Weekday HS21,0.06222,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/9/2024,6:00:00,1/9/2024,6:59:59,1,1,Jan Weekday HS22,0.05736,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/9/2024,7:00:00,1/9/2024,7:59:59,1,1,Jan Weekday HS23,0.05408,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/9/2024,8:00:00,1/9/2024,8:59:59,2,2,Jan Weekday HS0,0.05322,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/9/2024,9:00:00,1/9/2024,9:59:59,2,2,Jan Weekday HS1,0.05374,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/9/2024,10:00:00,1/9/2024,10:59:59,2,2,Jan Weekday HS2,0.05403,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/9/2024,11:00:00,1/9/2024,11:59:59,2,2,Jan Weekday HS3,0.05384,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/9/2024,12:00:00,1/9/2024,12:59:59,2,2,Jan Weekday HS4,0.05352,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/9/2024,13:00:00,1/9/2024,13:59:59,2,2,Jan Weekday HS5,0.05403,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/9/2024,14:00:00,1/9/2024,14:59:59,2,2,Jan Weekday HS6,0.05782,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/9/2024,15:00:00,1/9/2024,15:59:59,2,2,Jan Weekday HS7,0.06048,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/9/2024,16:00:00,1/9/2024,16:59:59,2,2,Jan Weekday HS8,0.06089,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/9/2024,17:00:00,1/9/2024,17:59:59,2,2,Jan Weekday HS9,0.05838,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/9/2024,18:00:00,1/9/2024,18:59:59,2,2,Jan Weekday HS10,0.05808,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/9/2024,19:00:00,1/9/2024,19:59:59,2,2,Jan Weekday HS11,0.05645,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/9/2024,20:00:00,1/9/2024,20:59:59,2,2,Jan Weekday HS12,0.05548,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/9/2024,21:00:00,1/9/2024,21:59:59,2,2,Jan Weekday HS13,0.0545,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/9/2024,22:00:00,1/9/2024,22:59:59,2,2,Jan Weekday HS14,0.0545,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/9/2024,23:00:00,1/9/2024,23:59:59,2,2,Jan Weekday HS15,0.05608,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/10/2024,0:00:00,1/10/2024,0:59:59,2,2,Jan Weekday HS16,0.06115,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/10/2024,1:00:00,1/10/2024,1:59:59,2,2,Jan Weekday HS17,0.06383,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/10/2024,2:00:00,1/10/2024,2:59:59,2,2,Jan Weekday HS18,0.06326,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/10/2024,3:00:00,1/10/2024,3:59:59,2,2,Jan Weekday HS19,0.06348,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/10/2024,4:00:00,1/10/2024,4:59:59,2,2,Jan Weekday HS20,0.06399,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/10/2024,5:00:00,1/10/2024,5:59:59,2,2,Jan Weekday HS21,0.06222,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/10/2024,6:00:00,1/10/2024,6:59:59,2,2,Jan Weekday HS22,0.05736,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/10/2024,7:00:00,1/10/2024,7:59:59,2,2,Jan Weekday HS23,0.05408,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/10/2024,8:00:00,1/10/2024,8:59:59,3,3,Jan Weekday HS0,0.05322,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/10/2024,9:00:00,1/10/2024,9:59:59,3,3,Jan Weekday HS1,0.05374,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/10/2024,10:00:00,1/10/2024,10:59:59,3,3,Jan Weekday HS2,0.05403,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/10/2024,11:00:00,1/10/2024,11:59:59,3,3,Jan Weekday HS3,0.05384,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/10/2024,12:00:00,1/10/2024,12:59:59,3,3,Jan Weekday HS4,0.05352,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/10/2024,13:00:00,1/10/2024,13:59:59,3,3,Jan Weekday HS5,0.05403,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/10/2024,14:00:00,1/10/2024,14:59:59,3,3,Jan Weekday HS6,0.05782,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/10/2024,15:00:00,1/10/2024,15:59:59,3,3,Jan Weekday HS7,0.06048,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/10/2024,16:00:00,1/10/2024,16:59:59,3,3,Jan Weekday HS8,0.06089,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/10/2024,17:00:00,1/10/2024,17:59:59,3,3,Jan Weekday HS9,0.05838,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/10/2024,18:00:00,1/10/2024,18:59:59,3,3,Jan Weekday HS10,0.05808,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/10/2024,19:00:00,1/10/2024,19:59:59,3,3,Jan Weekday HS11,0.05645,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/10/2024,20:00:00,1/10/2024,20:59:59,3,3,Jan Weekday HS12,0.05548,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/10/2024,21:00:00,1/10/2024,21:59:59,3,3,Jan Weekday HS13,0.0545,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/10/2024,22:00:00,1/10/2024,22:59:59,3,3,Jan Weekday HS14,0.0545,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/10/2024,23:00:00,1/10/2024,23:59:59,3,3,Jan Weekday HS15,0.05608,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/11/2024,0:00:00,1/11/2024,0:59:59,3,3,Jan Weekday HS16,0.06115,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/11/2024,1:00:00,1/11/2024,1:59:59,3,3,Jan Weekday HS17,0.06383,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/11/2024,2:00:00,1/11/2024,2:59:59,3,3,Jan Weekday HS18,0.06326,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/11/2024,3:00:00,1/11/2024,3:59:59,3,3,Jan Weekday HS19,0.06348,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/11/2024,4:00:00,1/11/2024,4:59:59,3,3,Jan Weekday HS20,0.06399,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/11/2024,5:00:00,1/11/2024,5:59:59,3,3,Jan Weekday HS21,0.06222,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/11/2024,6:00:00,1/11/2024,6:59:59,3,3,Jan Weekday HS22,0.05736,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/11/2024,7:00:00,1/11/2024,7:59:59,3,3,Jan Weekday HS23,0.05408,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/11/2024,8:00:00,1/11/2024,8:59:59,4,4,Jan Weekday HS0,0.05322,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/11/2024,9:00:00,1/11/2024,9:59:59,4,4,Jan Weekday HS1,0.05374,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/11/2024,10:00:00,1/11/2024,10:59:59,4,4,Jan Weekday HS2,0.05403,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/11/2024,11:00:00,1/11/2024,11:59:59,4,4,Jan Weekday HS3,0.05384,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/11/2024,12:00:00,1/11/2024,12:59:59,4,4,Jan Weekday HS4,0.05352,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/11/2024,13:00:00,1/11/2024,13:59:59,4,4,Jan Weekday HS5,0.05403,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/11/2024,14:00:00,1/11/2024,14:59:59,4,4,Jan Weekday HS6,0.05782,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/11/2024,15:00:00,1/11/2024,15:59:59,4,4,Jan Weekday HS7,0.06048,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/11/2024,16:00:00,1/11/2024,16:59:59,4,4,Jan Weekday HS8,0.06089,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/11/2024,17:00:00,1/11/2024,17:59:59,4,4,Jan Weekday HS9,0.05838,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/11/2024,18:00:00,1/11/2024,18:59:59,4,4,Jan Weekday HS10,0.05808,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/11/2024,19:00:00,1/11/2024,19:59:59,4,4,Jan Weekday HS11,0.05645,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/11/2024,20:00:00,1/11/2024,20:59:59,4,4,Jan Weekday HS12,0.05548,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/11/2024,21:00:00,1/11/2024,21:59:59,4,4,Jan Weekday HS13,0.0545,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/11/2024,22:00:00,1/11/2024,22:59:59,4,4,Jan Weekday HS14,0.0545,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/11/2024,23:00:00,1/11/2024,23:59:59,4,4,Jan Weekday HS15,0.05608,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/12/2024,0:00:00,1/12/2024,0:59:59,4,4,Jan Weekday HS16,0.06115,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/12/2024,1:00:00,1/12/2024,1:59:59,4,4,Jan Weekday HS17,0.06383,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/12/2024,2:00:00,1/12/2024,2:59:59,4,4,Jan Weekday HS18,0.06326,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/12/2024,3:00:00,1/12/2024,3:59:59,4,4,Jan Weekday HS19,0.06348,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/12/2024,4:00:00,1/12/2024,4:59:59,4,4,Jan Weekday HS20,0.06399,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/12/2024,5:00:00,1/12/2024,5:59:59,4,4,Jan Weekday HS21,0.06222,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/12/2024,6:00:00,1/12/2024,6:59:59,4,4,Jan Weekday HS22,0.05736,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/12/2024,7:00:00,1/12/2024,7:59:59,4,4,Jan Weekday HS23,0.05408,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/12/2024,8:00:00,1/12/2024,8:59:59,5,5,Jan Weekday HS0,0.05322,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/12/2024,9:00:00,1/12/2024,9:59:59,5,5,Jan Weekday HS1,0.05374,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/12/2024,10:00:00,1/12/2024,10:59:59,5,5,Jan Weekday HS2,0.05403,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/12/2024,11:00:00,1/12/2024,11:59:59,5,5,Jan Weekday HS3,0.05384,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/12/2024,12:00:00,1/12/2024,12:59:59,5,5,Jan Weekday HS4,0.05352,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/12/2024,13:00:00,1/12/2024,13:59:59,5,5,Jan Weekday HS5,0.05403,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/12/2024,14:00:00,1/12/2024,14:59:59,5,5,Jan Weekday HS6,0.05782,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/12/2024,15:00:00,1/12/2024,15:59:59,5,5,Jan Weekday HS7,0.06048,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/12/2024,16:00:00,1/12/2024,16:59:59,5,5,Jan Weekday HS8,0.06089,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/12/2024,17:00:00,1/12/2024,17:59:59,5,5,Jan Weekday HS9,0.05838,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/12/2024,18:00:00,1/12/2024,18:59:59,5,5,Jan Weekday HS10,0.05808,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/12/2024,19:00:00,1/12/2024,19:59:59,5,5,Jan Weekday HS11,0.05645,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/12/2024,20:00:00,1/12/2024,20:59:59,5,5,Jan Weekday HS12,0.05548,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/12/2024,21:00:00,1/12/2024,21:59:59,5,5,Jan Weekday HS13,0.0545,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/12/2024,22:00:00,1/12/2024,22:59:59,5,5,Jan Weekday HS14,0.0545,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/12/2024,23:00:00,1/12/2024,23:59:59,5,5,Jan Weekday HS15,0.05608,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/13/2024,0:00:00,1/13/2024,0:59:59,5,5,Jan Weekday HS16,0.06115,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/13/2024,1:00:00,1/13/2024,1:59:59,5,5,Jan Weekday HS17,0.06383,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/13/2024,2:00:00,1/13/2024,2:59:59,5,5,Jan Weekday HS18,0.06326,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/13/2024,3:00:00,1/13/2024,3:59:59,5,5,Jan Weekday HS19,0.06348,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/13/2024,4:00:00,1/13/2024,4:59:59,5,5,Jan Weekday HS20,0.06399,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/13/2024,5:00:00,1/13/2024,5:59:59,5,5,Jan Weekday HS21,0.06222,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/13/2024,6:00:00,1/13/2024,6:59:59,5,5,Jan Weekday HS22,0.05736,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/13/2024,7:00:00,1/13/2024,7:59:59,5,5,Jan Weekday HS23,0.05408,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/13/2024,8:00:00,1/13/2024,8:59:59,6,6,Jan Weekend HS0,0.05372,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/13/2024,9:00:00,1/13/2024,9:59:59,6,6,Jan Weekend HS1,0.053,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/13/2024,10:00:00,1/13/2024,10:59:59,6,6,Jan Weekend HS2,0.05382,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/13/2024,11:00:00,1/13/2024,11:59:59,6,6,Jan Weekend HS3,0.05337,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/13/2024,12:00:00,1/13/2024,12:59:59,6,6,Jan Weekend HS4,0.05241,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/13/2024,13:00:00,1/13/2024,13:59:59,6,6,Jan Weekend HS5,0.05156,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/13/2024,14:00:00,1/13/2024,14:59:59,6,6,Jan Weekend HS6,0.05376,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/13/2024,15:00:00,1/13/2024,15:59:59,6,6,Jan Weekend HS7,0.05889,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/13/2024,16:00:00,1/13/2024,16:59:59,6,6,Jan Weekend HS8,0.05291,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/13/2024,17:00:00,1/13/2024,17:59:59,6,6,Jan Weekend HS9,0.04911,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/13/2024,18:00:00,1/13/2024,18:59:59,6,6,Jan Weekend HS10,0.04786,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/13/2024,19:00:00,1/13/2024,19:59:59,6,6,Jan Weekend HS11,0.04723,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/13/2024,20:00:00,1/13/2024,20:59:59,6,6,Jan Weekend HS12,0.04592,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/13/2024,21:00:00,1/13/2024,21:59:59,6,6,Jan Weekend HS13,0.04741,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/13/2024,22:00:00,1/13/2024,22:59:59,6,6,Jan Weekend HS14,0.04658,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/13/2024,23:00:00,1/13/2024,23:59:59,6,6,Jan Weekend HS15,0.04721,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/14/2024,0:00:00,1/14/2024,0:59:59,6,6,Jan Weekend HS16,0.05966,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/14/2024,1:00:00,1/14/2024,1:59:59,6,6,Jan Weekend HS17,0.06533,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/14/2024,2:00:00,1/14/2024,2:59:59,6,6,Jan Weekend HS18,0.06668,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/14/2024,3:00:00,1/14/2024,3:59:59,6,6,Jan Weekend HS19,0.06664,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/14/2024,4:00:00,1/14/2024,4:59:59,6,6,Jan Weekend HS20,0.06679,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/14/2024,5:00:00,1/14/2024,5:59:59,6,6,Jan Weekend HS21,0.06409,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/14/2024,6:00:00,1/14/2024,6:59:59,6,6,Jan Weekend HS22,0.05848,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/14/2024,7:00:00,1/14/2024,7:59:59,6,6,Jan Weekend HS23,0.05448,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/14/2024,8:00:00,1/14/2024,8:59:59,7,7,Jan Weekend HS0,0.05372,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/14/2024,9:00:00,1/14/2024,9:59:59,7,7,Jan Weekend HS1,0.053,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/14/2024,10:00:00,1/14/2024,10:59:59,7,7,Jan Weekend HS2,0.05382,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/14/2024,11:00:00,1/14/2024,11:59:59,7,7,Jan Weekend HS3,0.05337,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/14/2024,12:00:00,1/14/2024,12:59:59,7,7,Jan Weekend HS4,0.05241,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/14/2024,13:00:00,1/14/2024,13:59:59,7,7,Jan Weekend HS5,0.05156,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/14/2024,14:00:00,1/14/2024,14:59:59,7,7,Jan Weekend HS6,0.05376,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/14/2024,15:00:00,1/14/2024,15:59:59,7,7,Jan Weekend HS7,0.05889,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/14/2024,16:00:00,1/14/2024,16:59:59,7,7,Jan Weekend HS8,0.05291,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/14/2024,17:00:00,1/14/2024,17:59:59,7,7,Jan Weekend HS9,0.04911,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/14/2024,18:00:00,1/14/2024,18:59:59,7,7,Jan Weekend HS10,0.04786,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/14/2024,19:00:00,1/14/2024,19:59:59,7,7,Jan Weekend HS11,0.04723,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/14/2024,20:00:00,1/14/2024,20:59:59,7,7,Jan Weekend HS12,0.04592,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/14/2024,21:00:00,1/14/2024,21:59:59,7,7,Jan Weekend HS13,0.04741,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/14/2024,22:00:00,1/14/2024,22:59:59,7,7,Jan Weekend HS14,0.04658,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/14/2024,23:00:00,1/14/2024,23:59:59,7,7,Jan Weekend HS15,0.04721,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/15/2024,0:00:00,1/15/2024,0:59:59,7,7,Jan Weekend HS16,0.05966,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/15/2024,1:00:00,1/15/2024,1:59:59,7,7,Jan Weekend HS17,0.06533,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/15/2024,2:00:00,1/15/2024,2:59:59,7,7,Jan Weekend HS18,0.06668,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/15/2024,3:00:00,1/15/2024,3:59:59,7,7,Jan Weekend HS19,0.06664,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/15/2024,4:00:00,1/15/2024,4:59:59,7,7,Jan Weekend HS20,0.06679,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/15/2024,5:00:00,1/15/2024,5:59:59,7,7,Jan Weekend HS21,0.06409,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/15/2024,6:00:00,1/15/2024,6:59:59,7,7,Jan Weekend HS22,0.05848,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/15/2024,7:00:00,1/15/2024,7:59:59,7,7,Jan Weekend HS23,0.05448,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/15/2024,8:00:00,1/15/2024,8:59:59,1,1,Jan Weekday HS0,0.05322,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/15/2024,9:00:00,1/15/2024,9:59:59,1,1,Jan Weekday HS1,0.05374,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/15/2024,10:00:00,1/15/2024,10:59:59,1,1,Jan Weekday HS2,0.05403,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/15/2024,11:00:00,1/15/2024,11:59:59,1,1,Jan Weekday HS3,0.05384,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/15/2024,12:00:00,1/15/2024,12:59:59,1,1,Jan Weekday HS4,0.05352,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/15/2024,13:00:00,1/15/2024,13:59:59,1,1,Jan Weekday HS5,0.05403,Export $/kWh,TOU,All
USCA-XXPG-NB24-0000,NBT24,1/15/2024,14:00:00,1/15/2024,14:59:59,1,1,Jan Weekday HS6,0.05782,Export $/kWh,TOU,All
